#<Name>weather_logs.csv</Name> <Date>2023-01-02 12:37:33</Date>|
timestamp|level|kommentar
2023-01-02 12:38:47|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:38:48|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:38:49|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:38:51|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:38:52|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:38:53|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:38:54|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:38:56|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:38:57|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:38:58|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:00|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:01|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:02|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:03|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:05|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:06|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:08|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:09|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:10|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:11|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:13|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:14|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:15|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:16|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:18|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:19|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:20|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:21|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:23|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:24|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:25|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:26|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:28|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:29|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:30|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:31|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:33|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:34|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:35|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:36|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:38|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:39:39|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
2023-01-02 12:40:44|INFO|'CH|Dietlikon|Klarer Himmel|11.7|1022|65'
