<title>G:\_WaltisDaten\SourceCode\GitHosted\Python_WaltisExamples\2020_HWZ\weatherLogFile.csv_17:21:33 12-01-2021</title>

Timestamp                |Level     |Feuchte |Temperatur  |Druck    |
2021-01-12 17:21:33      |INFO      |  86.000|     273.500| 1015.000|
