Time               ;q [%] ;p_Low [bar];p_High [bar];T_Env [C] ;T_Water [C];Comp_1_Ready;Comp_2_Ready;EmergencyOff;DelayedOn;ShutOff-Valve;Water Pump ;Mixing Valve Open;Compressor 1   ;Compressor 2   ;Fan Speed
2019-08-29 18:08:45;-23.37 ERROR: No sensor attached!!!;  5.35     ;  5.25      ;      36.6;      38.3 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:08:48;-23.37 ERROR: No sensor attached!!!;  5.34     ;  5.22      ;      36.6;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:08:51;-23.37 ERROR: No sensor attached!!!;  5.37     ;  5.31      ;      36.6;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:08:54;-23.25 ERROR: No sensor attached!!!;  5.37     ;  5.28      ;      36.8;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:08:57;-23.25 ERROR: No sensor attached!!!;  5.36     ;  5.25      ;      36.8;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:00;-23.37 ERROR: No sensor attached!!!;  5.36     ;  5.28      ;      36.6;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:03;-23.25 ERROR: No sensor attached!!!;  5.36     ;  5.25      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:07;-23.37 ERROR: No sensor attached!!!;  5.37     ;  5.22      ;      36.9;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:10;-23.25 ERROR: No sensor attached!!!;  5.37     ;  5.28      ;      36.9;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:13;-23.50 ERROR: No sensor attached!!!;  5.36     ;  5.22      ;      36.8;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:16;-23.37 ERROR: No sensor attached!!!;  5.36     ;  5.25      ;      36.9;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:19;-23.37 ERROR: No sensor attached!!!;  5.36     ;  5.28      ;      36.8;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:22;-23.25 ERROR: No sensor attached!!!;  5.37     ;  5.28      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:25;-23.50 ERROR: No sensor attached!!!;  5.37     ;  5.25      ;      36.8;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:28;-23.37 ERROR: No sensor attached!!!;  5.35     ;  5.25      ;      36.6;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:31;-23.25 ERROR: No sensor attached!!!;  5.36     ;  5.28      ;      36.8;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:34;-23.37 ERROR: No sensor attached!!!;  5.37     ;  5.25      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:37;-23.25 ERROR: No sensor attached!!!;  5.38     ;  5.22      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:40;-23.25 ERROR: No sensor attached!!!;  5.35     ;  5.25      ;      36.8;      38.5 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:43;-23.50 ERROR: No sensor attached!!!;  5.38     ;  5.25      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:46;-23.37 ERROR: No sensor attached!!!;  5.36     ;  5.25      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:49;-23.37 ERROR: No sensor attached!!!;  5.36     ;  5.25      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:52;-23.25 ERROR: No sensor attached!!!;  5.35     ;  5.28      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:55;-23.50 ERROR: No sensor attached!!!;  5.37     ;  5.28      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:09:58;-23.50 ERROR: No sensor attached!!!;  5.36     ;  5.22      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:01;-23.50 ERROR: No sensor attached!!!;  5.36     ;  5.22      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:04;-23.50 ERROR: No sensor attached!!!;  5.37     ;  5.28      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:07;-23.25 ERROR: No sensor attached!!!;  5.35     ;  5.28      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:10;-23.50 ERROR: No sensor attached!!!;  5.36     ;  5.22      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:13;-23.37 ERROR: No sensor attached!!!;  5.37     ;  5.22      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:17;-23.50 ERROR: No sensor attached!!!;  5.35     ;  5.22      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:20;-23.25 ERROR: No sensor attached!!!;  5.37     ;  5.22      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:23;-23.37 ERROR: No sensor attached!!!;  5.35     ;  5.25      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:26;-23.37 ERROR: No sensor attached!!!;  5.37     ;  5.22      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:29;-23.37 ERROR: No sensor attached!!!;  5.37     ;  5.22      ;      37.1;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:32;-23.37 ERROR: No sensor attached!!!;  5.35     ;  5.22      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:35;-23.37 ERROR: No sensor attached!!!;  5.34     ;  5.25      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:38;-23.37 ERROR: No sensor attached!!!;  5.35     ;  5.28      ;      36.6;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:41;-23.50 ERROR: No sensor attached!!!;  5.36     ;  5.28      ;      36.9;      38.8 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:44;-23.37 ERROR: No sensor attached!!!;  5.37     ;  5.25      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:47;-23.25 ERROR: No sensor attached!!!;  5.36     ;  5.25      ;      37.1;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:50;-23.25 ERROR: No sensor attached!!!;  5.39     ;  5.28      ;      37.1;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:53;-23.25 ERROR: No sensor attached!!!;  5.37     ;  5.28      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:56;-23.25 ERROR: No sensor attached!!!;  5.36     ;  5.28      ;      36.8;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:10:59;-23.37 ERROR: No sensor attached!!!;  5.37     ;  5.25      ;      36.8;      38.8 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:11:02;-23.37 ERROR: No sensor attached!!!;  5.39     ;  5.25      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:11:05;-23.50 ERROR: No sensor attached!!!;  5.37     ;  5.22      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:11:08;-23.50 ERROR: No sensor attached!!!;  5.37     ;  5.28      ;      37.1;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:11:11;-23.50 ERROR: No sensor attached!!!;  5.36     ;  5.25      ;      37.1;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:11:14;-23.37 ERROR: No sensor attached!!!;  5.38     ;  5.28      ;      36.9;      38.6 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
2019-08-29 18:11:17;-23.50 ERROR: No sensor attached!!!;  5.37     ;  5.25      ;      37.1;      38.8 ;        True;        True;        True;     True;       Closed;        Off;              0.0;       0.0  Off;       0.0  Off;          0
